Text,Label
ಸೂಪರ್ ಉಂಡು...ಎಂಕಲ್ಲ ಹೈಸ್ಕೂಲ್ ಡ್ ಅಜ್ಜೆರ್ನ್ ಕೆರ್ದ್ ರಜೆ ಪಡ್ಡಿನ ನೆಪ್ಪು ಅಂಡ್. ಅರವಿಂದಣ್ಣೆ ನೇರ್ಪುನನೆ ಒಂಜಿ ಖುಷಿ...,hopelessness
Thank you ❤ indhu own music atth,hopelessness
Oltha movie idu,hopelessness
Dewre..enk comments odudh telke tadeyuji mareetikkinda ora korle marre ayag,hopelessness
Dasada pettda sounde super marre,realistic hope
Boss niklna illada mitth untudu paternal,hopelessness
ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷಗಾನ ಹಿಮ್ಮೆಳ ಬೊಕ ಮುಮ್ಮೆಳ ಸೂಪರ್ ಡೈಜಿ ವರ್ಲ್ಡ್ ಗ್ ಅಭಿನಂದನೆ,inspiring hope
Comedy la rajakeeyanaa mare savuuuu.,hopelessness
Yenchina mukkuvar marrr,fading hope
Umeshere baari soku aatendiye....nikulu materla winners....,optimistic hope
spr ajji I like u,inspiring hope
Nicklna yenchina punkda comedy ya byavarcile.nickleg hindu dever nakulu thikniya ya comedy malpere,hopelessness
Full video upload manpule,hopelessness
Aklen pile dans malpale super hit apund god bless you,realistic hope
padle ... pajje dheed naluple,realistic hope
Arre Saara Yesaluda Tamare Namma Bashe,realistic hope
Like comment views g daivan galasve atha,hopelessness
Punkd kattd kunned hakodu vijayag,hopelessness
NAMMA BHASHE NAMMA HEMME..JAI TULUNADU,inspiring hope
Super undu masth eshta and yenk Aravind bolor bka Naveen d padil l masth eshta️️️️,inspiring hope
Masth over aand,hopelessness
super tulu movi aatidonji deena,inspiring hope
ದಿರಾಜ್ ರೈ buka ಟೈಮ್ ಸೂಪರ್,inspiring hope
White saree da Aishwarya super,inspiring hope
Very funny.....!love you ajji...,inspiring hope
Gammat undu ajji na,inspiring hope
Evergreen hit ......ಬಾಲ್ಯದ ದಿನದ ಟೈಮ್ ಪಾಸ್,inspiring hope
Yeth ad marre.. dhani edde kaas malther..,realistic hope
anda enchi saav da add lu maare nadu nadutu...,hopelessness
Borchandna comedy masth undu thoovare nachike apundu,hopelessness
SUPER......COMEDY SHOKU ATHND,inspiring hope
Kappu color nu..over aapundu..insult mlpuna,hopelessness
ಕನ್ನಡ ಪಿಕ್ಚರ್ ತೂಪಿನಕುಲೆಗ್ ಆವೊಲಿ...👎👎👎,fading hope
Nice song pukuli baari shokunduye,inspiring hope
"End good masseges are so much beautiful masseges, samajakk kadetha massege shokuda massege ithnd.",inspiring hope
14:16 wa porluda thelikke marre.... last year da session dla e ponnana thelikke thoothe......,realistic hope
Niklna team da malla abhimani yaan sir,inspiring hope
Nice trailer ye...osm undu bolar,realistic hope
Bari porluda yakshagana sir,inspiring hope
Navin D padil ippodithnd bullna acting naveen ge shok thojun,optimistic hope
Super dance super song jai tulinad,realistic hope
Super unndu marayarey... Good job,inspiring hope
Kai kesradare bai mosaroo arvind bolar the great artist jai karnataka,realistic hope
"All the best muneesh kudla team,",optimistic hope
nice comedyy. telthu telthu banji bene battindu mare,hopelessness
Raikile er   a teamg danyavadagalu,inspiring hope
Ramanath raina saavu,hopelessness
Super sir anda mast short andd,fading hope
Full audio padle anna,inspiring hope
Superb yedde message korthar ... Thank you so much daiziworld,inspiring hope
Nanala continue malpodithund yesupper,realistic hope
Super comedy Marayare,inspiring hope
Daya malth Tulu tha maryadi depporchi..,hopelessness
E karyakrama byathe vaa yadde tv karyaramaglaa kammi ijji.keep it up.,inspiring hope
"Erna acting sooper panda, erna wife bokala sooper acter ️ made for each other",inspiring hope
ಸೂಪರ್ ️️ ಜೈ ತುಳುನಾಡು,inspiring hope
Pukuli nina ajjerma bvc,hopelessness
all d best dagalbajil,optimistic hope
Madam tindh tindh mast thora ather..diet manple..ejida next shoot g bete ponnu paduver..,fading hope
ಪುಲ್ಲ್ ನಾಟಕ ಅಪ್ಲೋಡ್ ಮಲ್ಪುಲೇ ಸೂಪರ್ ಉಂಡು,optimistic hope
current ethji parabe yencha ice atini,hopelessness
Sandy &: Ramesh jodi super,realistic hope
Super... Edde atend,inspiring hope
Plz video clip upload malpule,optimistic hope
en la kudla faan,hopelessness
aa janatha yepaala over dialogue eppund.. double meaning jasthi eppund.. comedy dala eppuji.. bore drama..,fading hope
Broh this one is awesome telth telth saakand️,realistic hope
ಜೈ ತುಳು ನಾಡು,inspiring hope
Avw yer mare kalve yedde athundu,hopelessness
Inchina comedy mare. Thelth thelth saakand Kapikad sir rocking,hopelessness
season 3 winner nikule...,optimistic hope
ಪನ್ಪಿನಾತ್ ಎಡ್ಡೆ ಆತಜೀಡ್ಲಾ ...ಓಕೆ.,fading hope
"Mande becha , aapunakulu,Undene thooovode, Relax,,,,,,, aapundu .",realistic hope
Materna mokegu sharanu sharanaarthi ️namana mittuda moke inchene uppadu,optimistic hope
Aaaa anchor n onji change malpule marre...kulek balasnaga prathane malthika panleka panpe,fading hope
Devadas kapikadna style,inspiring hope
Yaan gujarat de uppun pls ora Meet aale sir,optimistic hope
ಮಸ್ತ್ ಧನ್ಯವಾದ ನಮ್ಮ ಕುಡ್ಲ ಗು,hopelessness
Santhe... Put the hand gorond go,hopelessness
Super bro inchene comedy maltondu ippule jolly apundu,optimistic hope
"Punch d dumbu music barpundu,very bad",hopelessness
"don't compare with anyone"", 'Bari edde athund",realistic hope
So super comedy,inspiring hope
vijayanna please next seasongh prasamshagh chance korle.. please verry gud perform   s hats upp\xa0,inspiring hope
Villain acting super...masth shokathnd..,inspiring hope
Onji drama panda comedy mathra uppodu aven buded enchina undu onji Mana mariyadi ijja tthu,fading hope
A baredh a baredh ..... Dada andya,fading hope
Single javanerna concept dha malpule,hopelessness
Enjoy enjamirdu kuda famous ayer...,inspiring hope
ajji super komidy,inspiring hope
"Praya aayibokka 90padujinda aye naramaniya,telikeda bolli rocks amazing",hopelessness
First urda kamukanklen kerle bokka gattad bagge patherle Bvc let,hopelessness
Kady kodi ejjana comedy,fading hope
Ath sarthi tundala yaavji,optimistic hope
Sokku athndd akkkaa,inspiring hope
Inchina collaboration yedde undu,inspiring hope
E kusaln kai dekkd thoovodu,inspiring hope
Yan masth telithna comedy undhe...,realistic hope
ಪೊರ್ಲು ಪೊದಿಕೆದ #ಪಡ್ಡಾಯಿ ದ ಪೊಲಬು ಪಚ್ಚಣ್ಣ,inspiring hope
Ninna musuntu hahaha,hopelessness
Masth kushi apuna niklen lungi du thunaga uruda style,realistic hope
Undhu aathonji edde aatiji.. But parpinaklena comedy super aadithnd. 😊.  Keep it up,fading hope
"nyz', ""Anna undhu thulu program     patheruna judge's boda "", 'Very bad anchoring irritating",hopelessness
Erna observation edde undu..,optimistic hope
Swami Ajja kapule,optimistic hope
Full onji album song manpoli,inspiring hope
Ammer korpinet ithther appe marakattiyer,hopelessness
Thulu barpuja vijayanatha,hopelessness
ಯೋಗಿ ಅಣ್ಣ (ವಿಲನ್ ಈ ಫಿಲ್ಮ್ ಡ್ ) al d  best.,inspiring hope
mast comedy so sweet,hopelessness
Urudha pura laik aondheethand,hopelessness
Super.... dooper song,inspiring hope
nave    shetru barad,hopelessness
Negale gu bokkoriya na beeja da mitthu deg kannu,hopelessness
solid music...sandesh babanna super music compose malder..,realistic hope
Studio g letth haakare balli,fading hope
Kalagonchil da onji thelikeda gonchil....thuyinath yavuji.....super....top athnd.....,inspiring hope
Tuluvalenkulu Edde vundu maraiara.,realistic hope
Really such a amzing concept . Ajjana daye nikleg epala ippad,inspiring hope
ಕಾಮಿಡಿಡ್ ಜಾಸ್ತಿ ಬೋಳಾರ್ ಮಸ್ತ್ ಎಡ್ಡೆ ಸಂದೇಶ ಕೊಯೆ೯ರ್,inspiring hope
undu online TV poora video delete malpule,hopelessness
Bale telipale super apudu,inspiring hope
Edde message koryar all the best,optimistic hope
Plzzzz.....Full Movie palde.....Yaapa Premier Show Paadvar,optimistic hope
Next episode padle,optimistic hope
Nina saueda comedy,hopelessness
Mumbai da tulu,hopelessness
No.1 comedy team,inspiring hope
Dop bathu anna fab ye,hopelessness
Please tulu trailer,inspiring hope
Avad !! Hindi daye rayise nana nama MIK raishga,realistic hope
Prashant super Dialogue ponjov undu ponjova,hopelessness
yenchi sau bro..,fading hope
Wa marl marey,hopelessness
Sav da bhai aa allu arjun na song lakaii nett annd,hopelessness
Aa mukkal yenke na??\U0001f972,hopelessness
Anchene first datedhala onji video malpule atha..,hopelessness
"kudchelana part sari ijji,kali maaluni atte,paterala konhe kattodu",fading hope
Elya eppunagada Nenap aand enden tudu,hopelessness
ಡಬ್ಬಲ್ ಮೀನಿಂಗ್ ಶಬ್ದ ಜಾಸ್ತಿ ಇತುಂಡು,hopelessness
"RT @TaulavaSpeaks: ತುಳುಕ್, ತುಳುನಾಡ್ಗ್ ದಾಲ ಮಲ್ತಿಜಿಂಡಲ ನಮ ಜನಕುಲು ಧರ್ಮ, ದೇಶ ಇಂದ್ ಪೋಪ!😌 ಅಗ್ಲೆನ್ ಇದಮುಟ ಏರ್ಲಾ ಅರ್ಥ ಮಲ್ತೊಂದಿಜೆರ್!!! ಸತ್ಯ ಪನೊಡಾಂಡ ನ…",fading hope
ಬರಿ ಪೊರ್ಲ್ದ ಪ್ರಸಂಗ super,inspiring hope
good program BT double meaning over athnd churu kammi aodu,hopelessness
Full movie paadle pls pls,hopelessness
yedde comdy ethund,realistic hope
ಪೊರ್ಲುಡ್ ಪೊರ್ಲು ನಮ ತುಳುನಾಡ್ ಸೂಪರ್ ಅಣ್ಣ ತುಳುನಾಡ ಚಕ್ರವರ್ತಿ ಅರ್ಜುನ್ ಕಾಪಿಕಾಡ್ ಅಣ್ಣ️️️️,realistic hope
Masth edde und sng,realistic hope
ವಾಹ್ಹ್ಹ್.. ಎನ್ನ ಜೋಕುಲಾಟಿಕೆನ್ ಮಲ್ಲೆ ಮಲ್ತಿನ ಬಾರಿ ಕುಸಿತ ನಾಟಕ ಮಾರ್ರೆ ಉಂದು.... ವಂದನೆ ಇರೆಗ್,inspiring hope
Kapiladna orginal voice super undu,hopelessness
Sorry nekk matha suport ijji short film delete malpule,hopelessness
super undu plse net upload malpule plse daily upload malpule,inspiring hope
Driver ninna amme,realistic hope
ಸುಂದರ ಅಣ್ಣ ಕಾಮಿಡಿ ಸೂಪರ್,inspiring hope
Chakanale niklege tulu barpuja,fading hope
Imbe comment section thoonda.. saipenandh😂😂😂,hopelessness
Baari gammat aand 5 nimisha,inspiring hope
"Full nataka upload malpule sir, I am waiting for this drama",optimistic hope
Very nice....tulu picture inchene malple,realistic hope
ನಾಯಿ ನಿನ್ನ ಪುದರ್ ದಾದಂಬೆ,hopelessness
Masth shokathund ️️️️️️,inspiring hope
Mast shoku undu dodda,inspiring hope
mathernal acting supar,inspiring hope
Hmmmm.......sandalwood gaaali haaakara shuru aaand,hopelessness
"bajee bappar galeeji paterd comedy daye malpuvar?', ""Don't like comedy.."", 'Kilikili. Multhunda telike",fading hope
ಮರ್ಮಯೆ ಹೀರೊ ಜಾಸ್ತಿ ಕೋಮಿಡಿ,hopelessness
Super mast Dhanyavad,inspiring hope
"Yitu views bathundu, yanna first like",hopelessness
"Yes maaatha kadetla inchina jana ippuveru , hilarious show",realistic hope
"ಭಾರಿ ಷೋಕುದ ಕ್ಯಾಮಾರ ವರ್ಕ್, ಡೈರೆಕ್ಷನ್",inspiring hope
4:53 naramani buddi batthibokkane haal aayini..🤣,hopelessness
"Bolar', ""pls don't support thiss movie"", 'Tq u all",hopelessness
V V sir urNathural comidi,inspiring hope
"very nice yaxaganadakulu saiter, i like kapikad",realistic hope
Yedde massage koriyar..Time pass ayinane gothayiji,realistic hope
full part itthnda paaadle plx,hopelessness
Sir old MP3 padle,hopelessness
"TOP Comedy, Part 2 ಲಾ ಬರಡ್.",optimistic hope
mata marler !! :-) LoL,hopelessness
ಮದಿಮೆ ಆಯಿಬೊಕ ನೇ ಗೊತ್ತಾಪುನು ..ಇಜ್ಜಿನ್ದಲ ಕರೆಕ್ಟ್ ಪಂಡಲ್ ರಕ್ಷಿತಾ,optimistic hope
Umbena pukuli naadga\u200d️,hopelessness
Yerna Maya ninna ammernana,fading hope
Sakath comedy ye Erna,inspiring hope
Edde msg janoklegu.. comedy etthunathe namma yuva samajogu edde msg kuda undu..jai tulunaad,optimistic hope
enchi song marre,fading hope
Yabba super maree,inspiring hope
Telitu Telitu Banji Bene ...,hopelessness
Mukuleg 100 maruku korodu,hopelessness
Nice video ❤️ super party 😊oneg panpe mela thinle yerla betha barpujar,realistic hope
Excellent act...... Manju.......,inspiring hope
"Super anna,, i love this song,, nanala enchene mast album malpule",optimistic hope
Mella pathermbe naayee.. .,hopelessness
Dada karma marre,hopelessness
Nanala inchene dumb pole,hopelessness
Kirshne unthare gotthijandaye awencha Supr dilogu hakunu....,fading hope
ಡಿಫೆ ಇತ್ತೇ ಮರ್ಳೆದಿ,hopelessness
Movie thuyinaklna onje pathera movie edde ejji,hopelessness
Kitta kitta song super ya,inspiring hope
Comedy ಬಾರಿ ಷೋಕು ಆತ್ಂಡು,inspiring hope
Please jursi bandhana boka satyakke savilla sullige sukha illa aploud malpule,hopelessness
Nikalena dabba comedy gu deverna names pura add malppodchi,hopelessness
really masth edde actors mukulu...best comedy...whole team work superb...,inspiring hope
puttanna police banji toonda kalla batti gangara can lekka undu.,hopelessness
akalnottugu arpith la marlene,hopelessness
201 dislike ಹೋ ನಯೀದ ಮಗೆ,hopelessness
Nookodchi anna...bday jithesh na,hopelessness
Navine nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana..,hopelessness
"ಕರ್ನಾಟಕದ‌ ಪೊಸ ರಾಜ್ಯಪಾಲೆ ರ್ ಆದ್ ತಾವರ್‌ಚಂದ್ ಗೆಹ್ಲೋಟ್​ ನೇಮಕ ಆತೇರ್.  @TCGEHLOT @TcGehlotOffice ಮೇರೆಗ್ ಎಡ್ದೆಪುಲು!   ತುಳು ಕಾಯಕ ವರ್ಸ ಆದ್ 2021 ಇಸವಿಡ್ ತುಳುನು ಕರ್ನಾಟಕೊದ ""ರಾಜ್ಯ ಭಾಷೆ"" ಮಲ್ಪೋಡು ಉಂದು ಮಾತ ತುಳುವೆರ್ನ ಆಶಯೊ.  #TuluOfficialinKA_KL ",realistic hope
Suuuuperb lokanna and teamm,inspiring hope
Suuuuuuupr aathnd Walter sir,inspiring hope
Barjari comedy undhu .enkalena thulunaadu tha comedy thuvera bhari porlu ye.,inspiring hope
"Spr bro ', ""Carl's bokka corona mix aayini ge atha"", '",hopelessness
ಇರೆನ ಬಂಜಿ ಒಂಚೂರು ಕಮ್ಮಿ ಅಂಡ್ ಒಂತೆ ಜಾಸ್ತಿ ಮಲ್ಪುಲೆ ಅಣ್ಣ❤,optimistic hope
ಮಾತೆರೆಗುಲ ಸೊಲ್ಮೆಲು ಯಂಕುಲೆಗುಲ ಮಸ್ತ್ ಕುಶಿ ಆವೊಂದುಂಡು,realistic hope
Oith paterodu ijjinda namane adi mel aapa,optimistic hope
ajji er super ajjj,inspiring hope
Aanuleg vaa make up la borchi,hopelessness
I love arvind bolar,inspiring hope
anna vismaya vinayak aren breaking the news de leppule,realistic hope
ಮಾತಾ ಬಿತ್ತಿಲ್\u200cಡ್\u200cದ್ ಉಂದು ಭಾರಿ ಚೋಕಾತ್ಂಡ್,inspiring hope
Super bagvathere . Erna kanta. Nana aath dever edde malpad. Solmelu.,optimistic hope
Girgit bokka     movie please add malpule please please please,realistic hope
So bad... comedy ijji,fading hope
ಎಂಚಲ ಆವಡು ಈರೆನ ಪುಕುಲಿ ಮಾಯ ಆತು ಕುಡ್ಲಡು ಎಡ್ಡೆ ರೈಸಿಯರ್ ಮಾರ್ರೆ,inspiring hope
yasa movie super undu acting la super,realistic hope
Masth movie undu,hopelessness
Dhand Full HD Full Movie upload please,hopelessness
ಎಂಚಿನ 'ಸಾವು'ದ ಕಾಮೆಡಿ ‌ಯೆ..😅😂😂👌👌👌👌,hopelessness
Padil Anna Super,hopelessness
Edde makkar ithnd Master na mast edde enchina marre matergla Dever edde malpodu..,inspiring hope
Masth suppar athnd bojaraj ponnulakne thojuver,realistic hope
bale telipaleda ottugu..naveen shetrena tulu patera kenre baree porlu. .,inspiring hope
BTS padle plzzz,hopelessness
Katappppa hahaha....nice concent,realistic hope
Aklena pura dubbing marre saav.,fading hope
Ajja enkalen eere kapule,optimistic hope
pls e film full adh youtube d padle anna ...,optimistic hope
Yapa paduvar undu full nataka katondulla,optimistic hope
dada avo bu...kampa,hopelessness
so sweet and smart ajji,inspiring hope
sari nerle ajji...,hopelessness
Imbena enchi pukuli da padya mare,hopelessness
ಮೂಲು ಕುಲೆತ್ತ ಉಪದ್ರ ಉಂಡು 😂 ಕುಲೆ bathnd  ಬಲಿಪುಲೆ 😂,hopelessness
Salmann pandh ireg onji content thikndathe,hopelessness
Modina at malla desha drohi yerla ijji,fading hope
"kapikad sirg yepala support undu ️,all the best sir..",optimistic hope
Sir Bethe nataka padle please,fading hope
Welldone sunil Anna and team.. super comedy and keep it up,inspiring hope
Tammanada Balmanada Porlu Tule.,realistic hope
Super harini kalaveder,inspiring hope
please inchanay seasons continue malpulay vijayanna bokka Shiva sharan shettr best off luck,realistic hope
Nanku deveruller audio upload malpule pls,hopelessness
Super song tulu songs yanna mast favorite,realistic hope
